Simulated Surfaces
5
Top_McM
Top_Dev
Top_McM_Flat
Top_Dev_Flat
Bottom_Dev
   381.78719       358.05641       80.000000       56.269220      -100.00000    
   379.72391       355.85674       80.000000       56.132830      -100.00000    
   378.22995       348.20857       80.000000       49.978630      -100.00000    
   377.66637       345.61705       80.000000       47.950680      -100.00000    
   377.67522       344.63510       80.000000       46.959880      -100.00000    
   378.34746       345.15239       80.000000       46.804930      -100.00000    
   379.50544       346.25036       80.000000       46.744920      -100.00000    
   380.38582       347.05961       80.000000       46.673790      -100.00000    
   379.51796       345.86187       80.000000       46.343910      -100.00000    
   378.06480       345.31480       80.000000       47.250000      -100.00000    
   378.14396       346.60221       80.000000       48.458250      -100.00000    
   380.66391       354.91222       80.000000       54.248310      -100.00000    
   382.41806       358.68727       80.000000       56.269220      -100.00000    
   382.52574       358.79495       80.000000       56.269220      -100.00000    
   381.36324       357.63246       80.000000       56.269220      -100.00000    
   380.77484       357.04406       80.000000       56.269220      -100.00000    
   380.27004       356.53926       80.000000       56.269220      -100.00000    
   379.98077       356.24998       80.000000       56.269220      -100.00000    
   380.36137       356.63059       80.000000       56.269220      -100.00000    
   380.82932       357.09853       80.000000       56.269220      -100.00000    
   380.98042       357.24964       80.000000       56.269220      -100.00000    
   381.18676       357.45597       80.000000       56.269220      -100.00000    
   381.94091       358.21013       80.000000       56.269220      -100.00000    
   382.50098       358.77020       80.000000       56.269220      -100.00000    
   382.14022       357.54975       80.000000       55.409530      -100.00000    
   380.35948       353.73046       80.000000       53.370980      -100.00000    
   379.34856       350.28899       80.000000       50.940440      -100.00000    
   378.60868       347.77046       80.000000       49.161780      -100.00000    
   377.81767       345.85273       80.000000       48.035060      -100.00000    
   377.74728       344.83331       80.000000       47.086030      -100.00000    
   378.80284       343.22916       80.000000       44.426320      -100.00000    
   380.49841       340.25031       80.000000       39.751900      -100.00000    
   381.95797       339.42573       80.000000       37.467760      -100.00000    
   382.46177       338.96828       80.000000       36.506510      -100.00000    
   382.20644       338.46183       80.000000       36.255390      -100.00000    
   381.09128       335.97484       80.000000       34.883560      -100.00000    
   379.93956       333.63482       80.000000       33.695260      -100.00000    
   378.25727       330.07137       80.000000       31.814110      -100.00000    
   377.58000       327.58002       80.000000       30.000020      -100.00000    
   376.28419       322.86497       80.000000       26.580780      -100.00000    
   375.79644       318.49266       80.000000       22.696210      -100.00000    
   377.23266       314.29497       80.000000       17.062310      -100.00000    
   378.99214       310.75395       80.000000       11.761800      -100.00000    
   377.84933       307.03948       80.000000       9.1901500      -100.00000    
   376.37058       304.62950       80.000000       8.2589200      -100.00000    
   375.96566       304.21566       80.000000       8.2500000      -100.00000    
   376.46482       304.71482       80.000000       8.2500000      -100.00000    
   376.72547       304.97547       80.000000       8.2500000      -100.00000    
   375.90717       304.15717       80.000000       8.2500000      -100.00000    
   375.30332       303.55332       80.000000       8.2500000      -100.00000    
   374.84181       303.09181       80.000000       8.2500000      -100.00000    
   375.21032       303.46032       80.000000       8.2500000      -100.00000    
   375.02321       303.27321       80.000000       8.2500000      -100.00000    
   373.14473       301.39473       80.000000       8.2500000      -100.00000    
   371.80827       300.05827       80.000000       8.2500000      -100.00000    
   371.61134       299.86134       80.000000       8.2500000      -100.00000    
   373.22306       301.47306       80.000000       8.2500000      -100.00000    
   376.27247       304.52247       80.000000       8.2500000      -100.00000    
   379.47288       308.03558       80.000000       8.5627100      -100.00000    
   380.89377       310.62396       80.000000       9.7301900      -100.00000    
   378.74157       355.01078       80.000000       56.269220      -100.00000    
   378.02248       354.29170       80.000000       56.269220      -100.00000    
   377.80161       350.31184       80.000000       52.510220      -100.00000    
   376.31110       345.04087       80.000000       48.729770      -100.00000    
   373.98146       341.17275       80.000000       47.191290      -100.00000    
   372.98206       339.54291       80.000000       46.560850      -100.00000    
   374.82973       339.59993       80.000000       44.770200      -100.00000    
   376.09552       338.68898       80.000000       42.593460      -100.00000    
   377.24709       340.16681       80.000000       42.919710      -100.00000    
   378.37373       344.45131       80.000000       46.077580      -100.00000    
   379.53599       346.78599       80.000000       47.250000      -100.00000    
   380.73452       350.50468       80.000000       49.770160      -100.00000    
   380.79007       357.05929       80.000000       56.269220      -100.00000    
   379.29019       355.55940       80.000000       56.269220      -100.00000    
   378.05525       354.32447       80.000000       56.269220      -100.00000    
   379.27776       355.54698       80.000000       56.269220      -100.00000    
   378.70201       354.97122       80.000000       56.269220      -100.00000    
   378.27535       354.54456       80.000000       56.269220      -100.00000    
   379.92791       356.19713       80.000000       56.269220      -100.00000    
   380.99379       357.26300       80.000000       56.269220      -100.00000    
   382.32914       358.59835       80.000000       56.269220      -100.00000    
   383.21609       359.48530       80.000000       56.269220      -100.00000    
   383.32139       358.27499       80.000000       54.953600      -100.00000    
   382.46818       355.16596       80.000000       52.697770      -100.00000    
   381.73713       352.55846       80.000000       50.821340      -100.00000    
   380.22200       349.54953       80.000000       49.327530      -100.00000    
   378.07985       346.83883       80.000000       48.758990      -100.00000    
   377.11944       344.51790       80.000000       47.398460      -100.00000    
   375.44109       342.58137       80.000000       47.140280      -100.00000    
   374.92886       340.72705       80.000000       45.798190      -100.00000    
